sentiment,content
surprise,@twistedthursday She does!
surprise,"@raihanamcfly LOL! salivary gland?? frm those little flies?? no way!  alison=drama queen  oh no, ur brain hurts? a new brain is growing!"
surprise,Off from work now!
surprise,@jesaryan I'm right there with you girl
surprise,Goooooooood Mornin Tweeps! It's going to be an Awesome Monday - I can already tell... not even 8am and my inbox is clean
surprise,@tristanx We want pictures as proof though
surprise,"$67 for my books, no complaints. 67 more than i had plus i'm on book voucher!"
surprise,And now for some CoD4.
surprise,Last day for MACYS friends &amp; family sale! Going shopping after we meet w/our mortgage broker.
surprise,@hyperren Good Luck with your interview!
surprise,@espowari really? awesome! we love it...and I work at buckhead church too. I love it all around.
surprise,@nic0pic0 You're welcome. There!  I added you already!
surprise,being new to Twitter?!?!?
surprise,just realized i have 30 followers HEY GUYS
surprise,I right here...don't worry
surprise,today got her POP! t-shirt &amp; lovess ittt  haha x
surprise,"Ahhh, 7 am meetings  thanks Reimer!"
surprise,@killakim NEW FRIEND?? hmmm... tell me more
surprise,@DarkPiano I have my iTunes playing and one of ur songs just came on
surprise,@Sarahbelle1414 yeah those are better ads  It makes them look part of your content rather than blatant adverts ;)
surprise,@eddwriter call me when your done with your finals and tell me how you did  YOU CAN DO IT!!!!!!!!!
surprise,@jmbuckingham Really?? I feel special
surprise,wow...i have to many bookmarks...i just spent a good hour organizing
surprise,"@hesselbom Ok, which album to start with? After listening to Frank Black for years I found out he used to play in #Pixies."
surprise,"@egeriis it is the lightest, cleanest, most precise and as far as i know fastest engine around"
surprise,"@mistygirlph Thanks!  Yes, this sudden downpour does seem rather freakish. Is it really the end of summer here in the Philippines?"
surprise,@geekjames It's amazing the DVDs I'll put on my Netflix list just based on the trash potential inherent in their titles
surprise,@goatfox yes i have read them many times.
surprise,@ejhildreth  I like it!
surprise,"feels the same way about cherry-flavored items as Shannt does about grapes. Strange, but true."
surprise,@EmilyYoung09 kwl... nm this msn nd homework... but i went 2 c hanna montana hte movie yesterday xx happy mayday btw xx
surprise,@mckra1g  So jealous - I'd LOVE to see the Ella show...in fact I think I'll stream some right now!
surprise,Played the Eclectricity Festival @ The Custard Factory last night was an UNREAL atmos right till the end! Glad i played last set
surprise,"@unmarketing Certainly not Cheers than, huh?"
surprise,"@Sobk13 I love to eat chicken, would I be a cannibal chicken?"
surprise,"@Llawen Don't know - pretty, though"
surprise,@KG4RDF Good luck on final!
surprise,"@luckis I watched that too!!! I didnt want her to win, but she put up a good fight..lol"
surprise,@OAMCortney you're alive!!!!!!  Go w/ The Notebook...it'll make you cry and stuff
surprise,@disavian: saw it yesterday. Pretty good.
surprise,"@shesasanga um don't u already have like NINE of my paintings?!?! jk, lemme come finish that 4 u"
surprise,Is at the movies with the boyfriend!!
surprise,is highly amused I wasn't treated nicely like any other patient..not my fault my life is better than yours.
surprise,@rayatkinson last I looked.  Hi back...
surprise,"World's Happiest Places ...   Denmark, Finland and the Netherlands"
surprise,@lomascar yo i got my blur tickets yesterday  i'm going on the 1st day whatbouts u?
surprise,"we went, we bought, we conquered! and we came back with the most delicious custard croissant"
surprise,"@NewShoreline Ouch, give me a heads up so I'll know when to duck"
surprise,"@4ut I am ok, I think I will just take the attitude that Mothers Day is an invented Hallmark holiday from now on"
surprise,@MissVerna http://twitpic.com/4visl - WOW this looks incredible! wicked job on the butterflies! they're fantastic!
surprise,@PrinceSammie OMG its working
surprise,Dan and alli are here. They suprised me
surprise,@addieking it was amazing
surprise,"@EhMahLee Were you able to watch it online?!  I hope you were!  And yeah, Belinda Jensen was really good"
surprise,@smokinace88 - Last night was the best one so far I think. Except we didn't see him throw his equipment at the car
surprise,"trying to decide what to do tonight. Study Chem or write the night away. The night's still young, perhaps I'll do both"
surprise,@Jeremy_LaMont yr very young looking dude
surprise,"gasp-- 10 followers! i feel almost famous. i used to think i would be famous when i grew up one day LOL. oh well, cheers to norm peeps!"
surprise,@sarahdope http://twitpic.com/4w22u - Its so pretty! The girls must love you a whole lot  Happy bday again!
surprise,@Jennettemccurdy http://twitpic.com/4uy8l - LOL  why are they drumming there?
surprise,"@XDmexicanXD no, sir, they did not! i was amazed when i woke up this morning."
surprise,"@plynke plus, look at all the orbs! you either have ghosts or you need to clean the mirror"
surprise,"@erinlouise @Miss604 being a fan is certainly not about being attractive. But, if you like the pink, to each their own  #canucks"
surprise,Headin 2 chilis Mr. Presidente's callin my name! Then 2 the ice house
surprise,downloading the right/real speedracher now.
surprise,@geofferyjohnson looking forward to it. we're sitting at the bar.
surprise,@theellenshow get @kalebnation the twilightguy on your show
surprise,home in carlsbad with the whole family for mother's day!
surprise,"@xCUNHAx o yea? awwww, how sweet!! U r good kids!"
surprise,@dorkchops WOOHOOO very cool see I knew u would get to see her
surprise,at the theatre.... seeing star trek for a second time becuase i am that cool
surprise,New comic posted. Introducing  &quot;Joe! - The Mini Strip&quot;  http://tinyurl.com/oasxx2 (via @mbillingsley80) cute Mother's day strip!
surprise,is off to somewhere.
surprise,"@Bx3800 ohh yes. I've rented one and thought the same; very roomy. But hubby wont go for it.  welp, congrats on the new baby"
surprise,"@TRIPLEBEAMDREAM Having a Leatherman, is a MUST, really for anybody! You never know, when you might need one &amp; it gets the job done."
surprise,Off to prom. Say hi to me
surprise,"For the record, john mayer is freaking cool."
surprise,"@MrEricPiRaTe ah, I see now. Cool dude"
surprise,@booandginger Thats good!  Keep it up guys! Would love to come down and visit sonetime
surprise,@zacgandara .. did you have to bust a cap? tell me you had to bust a cap for Jesus!
surprise,"@aussiecynic Blow me away it IS raining harder here. Yay you, well done"
surprise,"@AdamSatayer lol, so your mum likes a bit of the ol' clergy ordained ultra violence?"
surprise,"Not at prom. Ha! Chinese, iced chai, and some old school pokemon. Good night"
surprise,"Oh, yes... Happy NINE year annivarsary to Hanson's second studio album, &quot;This Time Around.&quot;"
surprise,"@DawnRichard  Thanks Sissy!!!!!!! Be sure to check ur Myspace tonight, It's gonna be Something! Luv Ya!!!!"
surprise,@KarlosFarrar check out review for the movie Fighting - http://bit.ly/Fle9j  Hilarious!! leave this guy a comment!
surprise,"@ElyssaD this is twistory... in the making. Yeah, I stole that one from you"
surprise,"@AmyriadfthINGs Yeah, I've never seen that! But, I guess I've never really needed it."
surprise,At TGC concert  good to see old friends and remember the old times!
surprise,@astonesthrow @debsparkles @sheabath1  - Overwhelming lead for Strawberry Lemonade!!  My husband voted for Banana Fosters tho.
surprise,"@howie_d aww thats so awesome, i can imagine your little one with a head full of curly hair - i adore Leigh, shes so great"
surprise,@ijustine ... like you're stuff!  Strange voicemails! http://bit.ly/yKxms
surprise,boy don't try to front i-i know just-just what you are-are-are
surprise,Catching up on 2 weeks of LOST and Grey's!!    House is quiet again.
surprise,@NahLyssa  hey!! how are you??? you found me
surprise,@theellenshow Please bring @kalebnation to your show
surprise,@toxiccupcakeCxC LOL have whoopi? Who are u Chuck Woolery?
surprise,"@aquabh i'm not sure what stracchino is, but it sounds good."
surprise,Going to sunnybank
surprise,mothers day...love you madre   chels tonight. cant wait for her to see her present!
surprise,@laexis and the habitat is twitter-active. Neat
surprise,@andwoahalex my tweets??? i rofl'd at this
surprise,full day with Jasper &amp; Bonty!!! my new puppies
surprise,"Finished with my classes, time to start my summer project. Hint: it involves a Wordpress install and what I've been tweeting about lately"
surprise,@mikeplante It's already over? Damn!
surprise,it's Mothers Day today
surprise,"Gusying up for  dinner, Bourbon &amp; Branch, Zeitgeist and surprise party for Taylor!   Shh..."
surprise,@anamericangod that's what i was last night
surprise,"what? you thought I did it all for mom of the year award? nope, tad bit more selfish than that:"
surprise,@TaylorRumsey You are welcome.
surprise,is noow calmmm  eating polvoron .. yuumm
surprise,@HeatherShorter I love that song! I was starting to think I was the only one that knew that one!    #sameperson
surprise,"@MikeDavis88 Rt/WestCoastGal88@mawmaw88 - It's the facial hair, they both need to shave  [Jr and JJ]"
surprise,@KeytaJ yes'ma... for an after party too after the show next week.
surprise,"@guyswithiphones no prob, you have a sexy site there"
surprise,@titanite lol happy you like it
surprise,"http://twitpic.com/4w67l - Im hard core, you just dont know it."
surprise,@jaystokes4 lol oh ok..well n that case..thank u
surprise,"@collegiate Wowzer! Deep stuff there, but CIS will probably give you more earning potential."
surprise,never expected to hear Beastie Boys in a Star Trek movie... was a super great flick though. *pew peww* -- (phasers)
surprise,@Java4Two TY very much for FF
surprise,Yo somebody's mother just came to the club dresses like she's going straight to church after the club! I feel like I'm going to hell 4  @
surprise,@Woahitssarah i believe that you are
surprise,Omg. i love my parents i juss got a lavender camera as an early birthday present!!!
surprise,Ada acara menarik lain: Keys to the VIP di channel V. Ttg straight yg dikasih tasks to approach strangers in the crowd.. Hmm
surprise,a salt pig thing coz she broke her other one! lol  do you guys even no wat a salt pig is?
surprise,"@esmebella Kk, I just had 888 followers like a minute ago"
worry,Re-pinging @ghostridah14: why didn't you go to prom? BC my bf didn't like my friends
worry,Hmmm. http://www.djhero.com/ is down
worry,Choked on her retainers
worry,@PerezHilton lady gaga tweeted about not being impressed by her video leaking just so you know
worry,@raaaaaaek oh too bad! I hope it gets better. I've been having sleep issues lately too
worry,I ate Something I don't know what it is... Why do I keep Telling things about food
worry,On my way home n having 2 deal w underage girls drinking gin on da bus while talking bout keggers......damn i feel old
worry,Damm servers still down  i need to hit 80 before all the koxpers pass me
worry,I HATE CANCER. I HATE IT I HATE IT I HATE IT.
worry,I need skott right now
worry,just picked up her Blackberry from the middle of the street! Both she and it are crushed!
worry,Why do I have the feeling I should be packing and hitting for SFO around this time of the year? I think I'm missing something...
worry,"Bed!!!!!... its time,..... hope i go to school tomorrow, all though i don't feel very well right now"
worry,"@onscrn Ahh.  ... Well, I was hoping that I could learn some stuff on the way. ... Why not you and I work on separate things but also"
worry,why am i so tired?
worry,sucks not being able to take days off of work or have the money to take the trip  so sad
worry,@itsgabbith at once haha.  poor aby still gets sore!
worry,@DavidCookLove ia so much! i haven't really been happy with any of cooks choices for singles.
worry,So i think my son might have the flu cause I def. just cleaned up a stanky puke mess  Poor pumkpin
worry,...and all woman who transfer their first impressions (sexual/maternal) onto a less 'threatening' man -- are themselves as weak as 'Him'
worry,"Bitten to blood by my cat, on my way for a rabies bacterin. Seems 7 shots for 2 months. Never wash my cats at home again, they hate water"
worry,is sad that shin ae got married...and it wasn't to alex
worry,"@shondarhimes Sure you will tweet about this when you're back, but news is abuzz about TR Knight's leaving &quot;confirmed&quot; today.  Muy triste."
worry,"goooood mooorning people... sun is out.. definitly spring now, we had our first spring hail storm, my car has dimples now.."
worry,fresh prince and sleepy sleeps my nightly routine  gotta go to Dmv early tmrw
worry,@emmarler i am jealous of your mom talking to @taylorswift13. i want to see you all our twittering is making me miss you
worry,I can't sleep...I keep thinking about the puppy I played with today
worry,.. I'm suppposed to be sleep. But i got some much to do. &amp; i got that one part of the song stuck in my head &quot;your a jerk (iknow)&quot;  blaahh
worry,"Last one month due to summer, strawberry is not availble in the Chennai markets!"
worry,First ever dropped call on my mobile. On a call to @Telstra no less! ( being charged for data even though I have a data pack  )
worry,Oh no one minute too late! Oh well
worry,ahh! big scary bug flying around my room!!!!!
worry,is up with a nasty cough i cant be sick i have a huge weekend ahead of me
worry,"@poinktoinkdoink He died.  Wait, what about Magic Jack? I just read it."
worry,$#@! My nose stud fell out and I can't find it  Looks like I'll have to head into Amsterdam today and get a new one
worry,"I cant sleep, but im too sore to move"
worry,Achieving a new appreciation on how a xml build script can really be painful and cumbersome
worry,@omfgiselle i cant do anything
worry,My head hurts so bad I could scream!
worry,i just go up and IM SO TIRED and my airmatras is broken somewhere and now im in even more pain
worry,New work wellness challenge not going well.  I committed to not check email between 10 pm and 6 am.  Failed on first day.  Twice
worry,New blog post: [Blog] auto insuran...: I just found that my auto insurance policy had been expired. ( I am too careless  ...) .. Meanw ...
worry,oh men!!!!!!......I really can't see my face........c'mon guys!!!
worry,"I'm showing my age. Renewed my tags last week, went down $20. Got my insurance renewal email today, went down $100. I don't wanna be old"
worry,my sole supporter is not my sole supporter
worry,@Emilyyy16 urgh stop it guys
worry,Up reading tabloids about other people's lives...thinking what I'm gonna do with mine when my baby leaves?
worry,I got a giant splinter stuck up underneath my finger nail today at Muppets...it hurt.  But I got to go to First Aid for the first time!
worry,is feeling sad... for some reason..  http://plurk.com/p/wxji3
worry,"@jaychuck Its so addicting, but its kind of a curse to do them at night time. Everytime i do one, i feel like making music afterwards"
worry,@jertronic it wont let me
worry,Spent last night in A&amp;E (ER). Wife tangled wheels with Daughter &amp; hit the deck. Dislocation &amp; fracture resulted.
worry,@TheLastDoctor 9 days  I'm about ready to visit Torchwood and see if they've heard anything
worry,"Ate Mandy, please forgive me. I really am sorry. I don't wanna lose my Bff"
worry,why are plane tickets so expensive
worry,Needs a job BADLY!!!
worry,Went to Di Bella coffee roasters today and asked for a job...   The person I needed to speak to is on holiday...  #fb
worry,people in my house do not know how to close doors
worry,@munchkinhugs I don't like the possibility of the left side of my brain hurting because of the thing called a VP shunt and possible death
worry,wants to make a music profile but i don't have money i don't know how to write music i don't know how to play an instrument and no studio
worry,"It's 1:15 AM, and I hear a helicopter flying over my house. That's kind of weird. In other news, my headache is back. BOOOOO."
worry,@__sugar oh no  i am always here ;) &lt;3
worry,i think the vog is making me sicker than i think. feeling slightly achy
worry,i am doing homework it sux big time maths is the worst!!!!!!
worry,"I downloaded the new twitterfon update thinking they were fixing the typing problem for new tweets, but no, they didn't"
worry,i'm sooooooooooooo confused
worry,"Work day 7 of 7,"
worry,"@SuperJerry No refunds but they do retrieve accounts, takes like a week. Just hoping the thief doesn't use hacks or then it's permaban"
worry,not super keen on the drive home through the rain.. additional concentration required that i don't really wanna deal with
worry,"no transport for church  wont be making it, im crushed. Oh well, more time for assignments I suppose. My throat really hurts ..."
worry,@seemouserun so I tried jumping without the trampoline and its like thud* thud*  shouldn't have eaten that cookie.  http://myloc.me/1XIz
worry,I have forgot the live with the Jonas Brothers on Facebook
worry,"I have to admit, I'm a bit bummed out that I wasn't with my friends walking today...."
worry,my twitter has been hacked again
worry,"@jmoriarty I don't even want to know WHY you know about VHEMT, but don't go - we'd miss you"
worry,"OMG-ness it's 11:18 pm and I need to beup early to set up my garage sale it starts a 8am, wish I said 9am. I'm beat."
worry,"Okay, so twitter suddenly changed, how do I respond to messages now"
worry,Decided that no matter how good my hair looks curly it doesn't justify the burn I get from the curler! My hands covered  I suck at it!
worry,sprained my ankle  like really badly and tore some stuffs. it hurts! and its my birthday weekend
worry,Hope I get a job cuz we need an apartment. I'm drunk &amp; miss my lil punkin  TEHE!!!
worry,just got home! not wanting to read the last chaper of breaking dawn cause i dont want it to beover
worry,I need to be held...  Gnite.
worry,"Hanging out with sam, billy, and veronica. not going to school tomorrow to take sam to body shops. Dang car accidents"
worry,@blood_rain i wanna see her hair  hows everyone?
worry,Aww...  Pray for the arroyo family everyone!
worry,@wuzzyangel You never answered your DM I sent you....   I need your info...
worry,Am trying to get through the pilot of the first season of friday night lights. Oh gosh  Pass the tissue...
worry,I have cystic lacrimal infectection?? my eye and face are swollen and it hurts!!
worry,@jose3030 I didn't think anyone caught that
worry,looks like i'll never go to the zoo
worry,@djvinceadams Ohh poor girl  I'll email her... I am relying on you being here in October Mr!!
worry,@Moss1982 bad times?
worry,@SharonHayes Thank you for the rec but that doesn't work
worry,My puppy Gizmo h8s me..  haha. He still growls @ me.  I always look back @ my long pruple scar on my fingie
worry,I don't know how ima work out tomorrow wit my body dis sore  ugh
worry,I'm feeling this pressure in my head that always kicks in just before a nasty headache. I'm not looking forward to this.
worry,I'm suppose to turn in a sentence outline for my research paper within the hour online but my neck hurts.
worry,"Lady across the way had a miscarriage, say a prayer"
worry,I feel so deflated. No more doggy.
worry,is feeling bad  just got bad news about my Mum
worry,don't feel like working  I think I tweet this too often!
worry,vineri...nimic special sau probabil un alt weekend pierdut...
worry,"got to final table, but....went out third.  Don't think I'll be getting my free seat"
worry,The humpalow um ya I think so... Cell is dying
worry,Last day at work...Sick to the bone
worry,i feel like I'm on house arrest.
worry,@cosmiclagoon Did you know that there is a shortage of shells for crabs to use on the beach due to beach combers? It is very sad
worry,It's a sad economy. Just heard of another friend losing their job.  so sad. But just a reminder that...
worry,@jarekpastor I'm just starting to feel really panicky and anxious that something bad has happened cos it seems like it's been ages
worry,my dog ran awayyy
worry,"I'm back. top molar extracted  swollen face, all numb.  But no more toothache or sinus pain."
worry,does anyone know any good rap songs? i need to make a rap/fun cd and i have no idea  helllllpppp
worry,my mobile phone refuses to charge!!  either the battery is broken or the chargerrr ( booooo
worry,@Kirsten613 oh how i wish you would get her to sign something then send it to me or let me call you when you meet or something
worry,"@kimberly625 hmmm, I thought u were sleeping!! Too bad I can't see those videos until tomorrow night."
worry,@charloro jealous  it looks like schindler's list in toronto
worry,"Nearly fell asleep, but was jolted out of bed by a massive panic attack and now I'm not sure if I can sleep at all."
worry,Tactical mistake: going to the city library and buying milk. Who knew? OUCH OUCH OUCH. Maybe a good thing I didn't try for uni.
worry,my stomach feels like it's touching the ground..i'm SO full
worry,Sooo much work so little time
worry,"Ugh, my internet was down!"
worry,is feeling so giddy and wanna go home.
worry,Up and packing. Its the last day of youth camp
worry,Somebody please save the polar bears!
worry,It has come to my attention from a 16yo friend that I've recently gained a TON of weight. He didn't know it was me.
worry,guess im staying home tonight...no movie-ing for me
worry,@BuzzEdition reminds me of the weather a month ago it was horrible  I hope all is well hugs
worry,@JayDz hope ya sleepin well  guys still here
worry,damn being drunk and hot sucks
worry,is not sleeping because he has paperwork to do.
worry,Showered in ice-cold water. Sweating now. Means one thing: I'm sick
worry,"midnight cry.. wish the person I wanted, wanted me right now"
worry,Went to pole class. Feeling discouraged. I am hopeless when it cones to dancing or sexy moves or spreading my legs.
worry,"@RoasterBoy And these poor, unfortunate souls don't appear to have any pants at all...  ? http://blip.fm/~78qvz"
worry,@damohopo @StephanieEllen If I told you how often I wash my hair you would never speak to me again
worry,"Looks like another sleepless night dedicated to homework. Sorry in advance, Ms. Chapman."
worry,@jessicaduncan http://twitpic.com/662vk -  WHY DO U LOT MOCK ME!!!
worry,didnt say goodnight to you
worry,@Syo_of_the_dead I met a stranger just 10 min ago. He was stalking me at the store
worry,"Taking Horse Pills, hoping I can get some sleep tonight"
worry,"Looks like it's going to be too nice to work today, how annoying as I have no choice"
worry,is desperatly hoping my dad takes me to vanessa's game
worry,@pb_and_jay hi!  Fuck your job!
worry,Somebody please save the polar bears!
worry,"My nose is runny, my head is pounding, and teeth hurt like a bitch. MAN. @-) I feel awful.  =(("
worry,At the Grove for 'Drag Me to Hell.' I hope that it doesn't suck.
worry,@NOLAevol so i feel like shit for saying HAPPY BELATED BIRFDAYY.. i'm only a month late
worry,hoping i didn't fail english. that would just be sad
worry,Know what would be great? For my shoulder to stop hurting so I can sleep normal again.  I just want/need a few solid hours of good sleep.
worry,I knew I should've worn the SARS mask on the plane from SoCal.. feeling the beginnings of a sore throat
worry,@laurelexmachina awww I wish I could have been there  I'm stuck here about to jab out my eyes with knitting needles
worry,"finished sewing for the night, uploading pictures from slidebar and beach. i cant believe i am having difficulties with twitter!"
worry,#liesgirlstell  a guy calls her phone to see if the number is real ) ohh my phone isn't working . try tomorrow .
worry,#beer #friday #melbourne #cbd #mtub #mini #cmon Thirsty and lonely ... you buggers are making me feel like a scotty no mates
worry,@debbylovespr I know. We came back from 22 down in the 1st just to lose the lead in the last 6 minutes.
worry,gosh... summer vacation is almost over here at the philippines.. kinda sad..  i wonder what section will i be in?
worry,I'm bummed that I can't wear my sweet Nike kicks to work.
worry,@Pickleybaby - your twitter is broken
worry,@rachelasha I even saw the news feeds of the archie website. But can't believe he'd choose veronica. I'm disappointed
worry,depressed that i wasn't included in the morcom gardens quiz on facebook
worry,"@dravenreborn yeah, its still totally in the high 60s here. soooo notlooking forward to aug and sept up here"
worry,@ashleypratt Oh come on!!! You get next week off and I get next week full of exams!
worry,"@vocabularies i know, don't tell anyone  i dont know if my dad told the famz yet. i think i'm taking it online."
worry,My children have promised me birthday brekkie in bed. There's a problem with that in that there's bugger all food in the house
worry,@RDeRozario woops! I only just realized my DMs to you are not going through
worry,@prime8507 PC I agree...  We have a problem. We must stop spending and only work!!!
worry,"Morning ;Sports day today, and I have to do the three-legged race with @Weefeetfrankie  ; Mr Pettigrew said I'm not aloud to trip her up"
worry,Cannot sleep. 2+ hours of tossing and turning.
worry,Omg going to die of swine flu when I go to Melbourne
worry,@crispynoodles plus I just deposited tax return cheque but for first time in 7+ years it didn't clear immediately
worry,@AshleighRyder I knooww  &amp; my hot water bottle iss in whangamata without me. ahhhhh
worry,Holy crap! It's raining in LA and I don't have a jacket!  oh no.
worry,"Wish I could attend E3 this year. But these small events like the NBA and Stanley Cup Finals keep getting in the way.   Work, work, work."
worry,Rejecting all food substances.
worry,"@bigyahu no I was trying to interview Dr Paul Twomey, CEO of ICANN. Phone issues cut the interview from 30 mins to 15."
worry,@meghanwong don't think i can take a needle. watched a horribly gory short film on drugs a few months ago. i'm scarred for life.
worry,@jprestonian It feels not good.
worry,Thinking about getting up for work
worry,I was a very naughty girl tonight. dissappointed with myself
worry,@rbuerckner That's better than Missy 8 telling me I should be on The Biggest Loser
worry,@elephantgravy my new lens isn't working. It worked for a bit and now gives an fEE error
worry,"back at school again. almost weekend. oh wait, i gotta work from eight to four tonight"
worry,doing my english essay (on r&amp;j...wtf) that i should have done a long time ago when it was assigned last thursday
worry,@Tiff_Tiff_Marie  I think I do it too much....
worry,@GQbound I didn't end up really eating  had more snacks. sigh
worry,@Harishk: @krist0ph3r @saurabh sorry guys i have to drop out of the trip... some personal commitments..
worry,"At Rocky Cola Diner in Whittier tonight with teacher pal Mr. B, we had a great time chatting but no one else came..."
worry,ummm sooo yeh....its really hard to concentrate rite now wen i have this weird #lupus feeling goin thro my body
worry,@charleyboorman http://twitpic.com/65623 - OUCH!! That looks so painful
worry,All I want to do is sit back &amp; relax for a little while. How can that be this difficult?!
worry,@zhenerak I thought I was your best friend?
worry,god i cant even catch public transport. swine flu is shit house
worry,"Dad just said that our trip to UK is cancelled, due to da swine flu. Ooops! Sorry abang."
worry,"@goddessfleur youre so far away, I don't know what to do...."
worry,@omgjoker o its feels like a hot box and no matter where i go in here it still feels like a hot box! ice cream isn't working n e more
worry,Very Sad.... please get better Grandma
worry,@aannniieee uuuugh  i hate everything
worry,Gosh. Today's weather is HOrriTerrible! Extreme hotness. I'm losing a lot of water weight by doing nothing.  - http://tweet.sg
worry,"Is taking a moment to reflect...I want my annonymity back,FB!!!!  Is it safe to say anything about someone else to another friend again?"
worry,@alyssainescruz aww. me too  annoying!!! :|
worry,@RockedByPickler well I don't have vacations so let's NOT go there
worry,"I think im being ignored...by my best friend, jake....a) i hate being ignored. b) we all know how things go with him"
worry,Taking a nap after work=no sleep right now. The nap felt soooo good but now it seems like a bad idea
worry,is going home... I've seriously had enough
worry,@skyduke478 that makes me sad for you
worry,Feels like im going to cough up a lung
worry,@thedailysurvey Why do we love those that we cannot have?
worry,"I lost 4 followers over night, nobody likes me"
worry,I want a new phone  I've seen too much cellphone commercials (
worry,"@Anime81  I'm soo sad. It's just on the edges of the pages, but it's not gonna come out. *cries*"
worry,"this time, i really need to shut it.. i'm going to sleep! my head aches badly and i really can't take it.."
worry,"Oh no, hubs is so sick! I hope I don't catch it"
worry,Ran out of money. I r a sad panda
worry,@RitikaKar  http://bit.ly/179jxS But gotta wiat till next week  btw...you from Mumbai itself?
worry,i have a really bad head ache  gonna go to bed i might be back maybe not bye bye
worry,friends from Traveller's Tales held a farewell party for me but I kinda disappointed them that I would still be here until Sep. My fault.
worry,"@bethBABE4 Oh yeah, i'm the poorest person of all. But i shouldnt joke about that, poor other people"
worry,@janesas_mommy oh  well i hope she gets better
worry,@jordskkk who are the crew? please dont be me...  i dont think it is but i could be wrong i have been a number of times...
worry,haven't watched gossip girl in ageeees ! and need one tree hill season 3 . god i'm so slow
worry,"Up early again tomorrow... heading to bed now. I keep saying I'm going to take a midday nap, but it hasn't happened this week yet..."
worry,@imjustlalayone  I'm so sorry .. ya gotta let me know! I've been booked all week!
worry,@letsgeticecream I miss you!  Come to Michigan like now....I can't wait till July
worry,farrrrr . pdhpe assignment due next week and have english homework !
worry,forgot his access card in the car???too lazy to fetch it
worry,"@4EvaAFanOfPaula hun are you okay? I see alot of your posts your exercising like mad,not eating or sleeping"
worry,@carrotmadman6 What happened? I'm afraid I missed a large part of the story
worry,Dell FX100 Pc-over-IP audio device (Teradici) is giving me a hard time in #Linux #Ubuntu Jaunty  Kernel isnt loading the snd-hda-intel drv
worry,sooo.... Hot in here hufff.....
worry,closeness or distance? closeness... but now everything seems so distant...
worry,Ahhhhh! My &quot;Let The Right One In&quot; DVD broke
worry,@hisheidi  my thoughts dwell on a certain person
worry,fml my work uniform is on the washing line
worry,ohh shit i just realized she still not talking to me  it b like dat some times..
worry,"@MelissaLynnette naw, it doesnt match up LOL and i have no shenanigans to discuss...  but i did do the thing..."
worry,"@mayora not this part, unfortunately."
worry,"@soverpeck dude, i didn't know it was a personal experience. sorry something like that went down"
worry,@A_Lay aww well I just randomly woke up and now I can't sleep! Too many things on my mind
worry,@donperignon me too baby... Miss you
worry,all my pancakes always end up soggy.
worry,"4 very big ???zongzi) for lunch, ate more, but not work more.Work less but eat more, what  can I do w/h it? Too useless become."
worry,Why do none of my thoughts make sense when I'm sober?
worry,I cant to sleep and tomorrow i must wake up too early
worry,"@JustDes As it is now, my body has already developed a mind of it's own but that mind refuses to co-operate with set schedules"
worry,Nursing bruises from motorbike crash on Wednesday night leaving London workplace. The ground is so much harder the older you get
worry,"so bored, i have a headache."
worry,another build failed! something is not right in the big scheme of things!
worry,"My wife took my last ???20, no McDonalds breakfast for me today"
worry,I keep on falling asleep when I'm suppose to be awake. I miss my babyy..
worry,On my way to nottingham..I so don't want to be going
worry,I need to wake up earlier so I'm actually tired enough to fall asleep
worry,"@bethBABE4 Oh poor beths friend  i'm not naughty, i'm just unperfect."
worry,@BrianLimond Ever seen the tv show Dead Like Me? I died and became a grim reaper. Taking people's souls after accidents
worry,Steam Punlk fashion show at Anime North and for the first year since TorCon we aren't back til @Anticipationsf &amp; missed it
worry,I am dying to hangout on a Friday afternoon...
worry,Eh.. it's cold
worry,class color day tomorrow! last time!  I have a lot to remember for tomorrow but I bet I'll forget -_-
worry,@keytar @badtwin BUT THEY ARE EXPENSIVE.
worry,Misses his twitastic fwiends
worry,@Deziree_Divine take my advice lookin through the phone cost me my relationship
worry,"@WTF_JayR oh, i know how budgeting is."
worry,"Gorgeous weather, but no bike"
worry,"I have drunk hickups. I had a pretty laid back, great night. But I still can't help but be mad about the situation I put myself in"
worry,why do i think i have to take medicine cuz i was laughing to hard?. my head should not be in this much pain. i thought laughter was gud
worry,My tongue still hurts.  I need to sleep!!!
worry,needs a little lie down. not feeling great today. boo
worry,"its from all that anal sex, i forgot the lube. damn  may need to go to the E.R."
worry,Playn madden with austin. Im going to miss him..
worry,PLEASE MAKE THE LIVECHAT ON SATURDAY CUS I HAVE TO GO TO SCHOOL ON WEEKDAYS(5/6 AM here)   @Jonasbrothers
worry,"I want to go back to bed but have a child to look after!  I may sleep all of sunday, my enevitable hangover may require it!"
worry,I just got mad tired so no sex  sleepytime night!
worry,"@scotty_mcc bye, Scotty!  i'm gonna miss you. ily&lt;333"
worry,New Comment On Jowki:  I wish I had the time to blog more often  http://cli.gs/ZzRe1P
worry,we can get a temporary tattoo. I would be totally sad if he died.
worry,@professor12 gray! .... i so feel neglected
worry,@Desert_Star95 oh so you know how I feel then  Damn representative for bank of america tried to make it sound like I did it. What a b ...
worry,is tired and cold and runny
worry,someone save me!! i dont want to pack anymore
worry,bruise on knee will make it hard to skate tomorrow.
worry,NO FREE WIFI!?!? My vacay is ruined!!!!
